"","tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"1838","N615QX",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,"NA","Turbo-fan"
"1839","N615SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1840","N616DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1841","N616SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1842","N617DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1843","N617SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1844","N618AA",1989,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1845","N618DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1846","N618JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1847","N618WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1848","N619AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1849","N619SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1850","N620SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1851","N621AA",1975,"Fixed wing single engine","CESSNA","172M",1,4,"108","4 Cycle"
"1852","N621JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1853","N621SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1854","N621VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1855","N622AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1856","N622AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,"NA","Turbo-jet"
"1857","N622SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1858","N622VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1859","N623AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1860","N623DL",1987,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1861","N623JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1862","N623SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1863","N623VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1864","N624AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1865","N624AG",1993,"Fixed wing multi engine","BOEING","757-2Q8",2,178,"NA","Turbo-fan"
"1866","N624AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,"NA","Turbo-jet"
"1867","N624JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1868","N624SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1869","N624VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1870","N625AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1871","N625AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,"NA","Turbo-jet"
"1872","N625JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1873","N625SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1874","N625VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1875","N626AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,"NA","Turbo-jet"
"1876","N626SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1877","N626VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1878","N627AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,"NA","Turbo-jet"
"1879","N627DL",1987,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1880","N627JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1881","N627SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1882","N627VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1883","N628AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1884","N628SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1885","N628VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1886","N629JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1887","N629SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1888","N629VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1889","N630AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1890","N630JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1891","N630VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1892","N630WN",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1893","N631AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1894","N631AW",1990,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,"NA","Turbo-jet"
"1895","N631VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1896","N632AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,"NA","Turbo-jet"
"1897","N632JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1898","N632SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1899","N632VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1900","N633AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1901","N633AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,"NA","Turbo-jet"
"1902","N633DL",1987,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1903","N633JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1904","N633SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1905","N633VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1906","N634AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1907","N634JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1908","N634SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1909","N634VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1910","N635AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1911","N635DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1912","N635JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1913","N635SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1914","N635VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1915","N636DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1916","N636JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1917","N636VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1918","N636WN",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1919","N637DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1920","N637JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1921","N637SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1922","N637VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1923","N638DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1924","N638JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1925","N638SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1926","N638VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1927","N639AA",1991,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1928","N639DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1929","N639JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1930","N639SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1931","N639VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1932","N640AW",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1933","N640DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1934","N640JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1935","N640SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1936","N640VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1937","N641DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1938","N641JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1939","N641SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1940","N641UA",1991,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1941","N641VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1942","N642AA",1991,"Fixed wing multi engine","BOEING","757-223",2,178,"NA","Turbo-fan"
"1943","N642AW",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1944","N642DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1945","N642VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,"NA","Turbo-fan"
"1946","N642WN",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1947","N643DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1948","N643JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1949","N643SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1950","N644DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1951","N644JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1952","N644SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1953","N644UA",1991,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1954","N645DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1955","N645JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1956","N645SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1957","N646DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1958","N646JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1959","N646SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1960","N646UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1961","N647AW",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1962","N647DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1963","N647SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1964","N647UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1965","N64809",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"1966","N648AW",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1967","N648DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1968","N648JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1969","N648SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1970","N648UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1971","N649AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1972","N649DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1973","N649JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1974","N649SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1975","N649UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1976","N650AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1977","N650DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1978","N650SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1979","N651AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1980","N651DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1981","N651JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1982","N651SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1983","N651UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1984","N652AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1985","N652DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1986","N652JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1987","N652SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1988","N652UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1989","N653AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1990","N653JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"1991","N653SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1992","N653UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1993","N654AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1994","N654DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1995","N654SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"1996","N654UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"1997","N655AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"1998","N655DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"1999","N655JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2000","N655UA",1992,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2001","N655WN",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"2002","N656AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2003","N656JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2004","N656SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,"NA","Turbo-fan"
"2005","N656UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2006","N657AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2007","N657JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2008","N657SW",1985,"Fixed wing multi engine","BOEING","737-3L9",2,149,"NA","Turbo-fan"
"2009","N657UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2010","N658AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2011","N658DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2012","N658JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2013","N658SW",1985,"Fixed wing multi engine","BOEING","737-3L9",2,149,"NA","Turbo-fan"
"2014","N658UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2015","N659AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2016","N659DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2017","N659JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2018","N659SW",1985,"Fixed wing multi engine","BOEING","737-301",2,149,"NA","Turbo-fan"
"2019","N659UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2020","N66051",2000,"Fixed wing multi engine","BOEING","767-424ER",2,292,"NA","Turbo-jet"
"2021","N66056",2001,"Fixed wing multi engine","BOEING","767-424ER",2,292,"NA","Turbo-jet"
"2022","N66057",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,"NA","Turbo-jet"
"2023","N660AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2024","N660DL",1990,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2025","N660SW",1985,"Fixed wing multi engine","BOEING","737-301",2,149,"NA","Turbo-fan"
"2026","N660UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2027","N661AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2028","N661DN",1990,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2029","N661JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2030","N661UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2031","N662AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2032","N662DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2033","N662JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2034","N662SW",1985,"Fixed wing multi engine","BOEING","737-3Q8",2,149,"NA","Turbo-fan"
"2035","N663AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2036","N663DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2037","N663JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2038","N663SW",1985,"Fixed wing multi engine","BOEING","737-3Q8",2,149,"NA","Turbo-fan"
"2039","N663UA",1993,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2040","N664AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2041","N664DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2042","N664UA",1998,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2043","N665AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2044","N665DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2045","N665JB",2007,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2046","N665UA",1998,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2047","N665WN",1986,"Fixed wing multi engine","BOEING","737-3Y0",2,149,"NA","Turbo-fan"
"2048","N666DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2049","N666UA",1998,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2050","N667AW",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,"NA","Turbo-fan"
"2051","N667DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2052","N667UA",1998,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2053","N66803",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2054","N66808",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,"NA","Turbo-fan"
"2055","N668AW",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2056","N668DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2057","N668UA",1999,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2058","N669AW",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2059","N669DN",1991,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2060","N669SW",1987,"Fixed wing multi engine","BOEING","737-3A4",2,149,"NA","Turbo-jet"
"2061","N669UA",1999,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2062","N6700",1999,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2063","N6701",1999,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2064","N6702",1999,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2065","N6703D",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2066","N6704Z",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2067","N67052",2000,"Fixed wing multi engine","BOEING","767-424ER",2,292,"NA","Turbo-jet"
"2068","N67058",2002,"Fixed wing multi engine","BOEING","767-424ER",2,292,"NA","Turbo-jet"
"2069","N6705Y",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2070","N6706Q",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2071","N6707A",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2072","N6708D",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2073","N6709",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2074","N670DN",1992,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2075","N670SW",1988,"Fixed wing multi engine","BOEING","737-3G7",2,149,"NA","Turbo-jet"
"2076","N670US",1990,"Fixed wing multi engine","BOEING","747-451",4,450,"NA","Turbo-jet"
"2077","N6710E",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2078","N6711M",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2079","N6712B",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2080","N67134",1999,"Fixed wing multi engine","BOEING","757-224",2,178,"NA","Turbo-jet"
"2081","N6713Y",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2082","N6714Q",2000,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2083","N6715C",2001,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2084","N6716C",2001,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2085","N67171",2001,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2086","N671DN",1992,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2087","N671UA",1999,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2088","N672AW",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2089","N672DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2090","N672UA",1999,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2091","N673DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2092","N673UA",2000,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2093","N674DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2094","N674UA",2000,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2095","N675AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2096","N675DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2097","N675MC",1975,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,"432","Turbo-jet"
"2098","N675UA",2000,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2099","N676AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
"2100","N676CA",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2101","N676DL",1992,"Fixed wing multi engine","BOEING","757-232",2,178,"NA","Turbo-fan"
"2102","N676UA",2001,"Fixed wing multi engine","BOEING","767-322",2,330,"NA","Turbo-fan"
"2103","N677AW",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,"NA","Turbo-fan"
